Name,Ticker,Description,Change (%),Volume (24H),Market Cap,Holders,PriceETH,PriceBTC,PriceUSD
ELTCOIN,ELTCOIN,Ethereum Limited Total Coin,-1.73,23193,126303,2734,0,0,0.0014
APYSwap,APYS,APYSwap is a protocol for the decentralised exchange of shares of Tokenized Vaults.,-1.1800000000000002,1113964,17386638,2703,4.64e-4,3.7e-5,1.8900000000000001
EvenCoin,EVN,EvenCoin is a new self-mining smart contract where no hardware is required to mine EvenCoin but it gets mining in parallel to even numbers of Ethereum blocks with ERC20 compliant with a total supply of 100 Million coins.,-4.17,219205,62005,2680,1e-6,0,0.0036
TaTaTu,TTU,Social Entertainment Platform with an integrated rewards programme.,NA,0,1721318,2673,4e-6,0,0.0178
Mothership,MSP,Cryptocurrency exchange built from the ground up to support cryptocurrency traders with fiat pairs.,NA,3,10145148,2670,1.4000000000000001e-5,1e-6,0.056600000000000004
renBTC,renBTC,renBTC is a one for one representation of BTC on Ethereum via RenVM.,4.609999999999999,15311519,601134539,2666,2.3431140000000004,0.9965829999999999,50313
Ethereum Gold,ETG,Ethereumgold is a nonprofit that aims to connects people to low-cost financial services to fight poverty and develop individual potential.,-24.479999999999997,1769,947387,2645,1.3000000000000001e-5,1e-6,0.05260000000000001
BananaCoin Extended,BCO,"first environmentall friendly plantation in Laos which has released a utility token based on Ethereum, pegged to the export price of 1 kg of bananas.",NA,150,97375,2631,4e-6,0,0.0143
WILD Token,WILD,Wild Crypto is a website where you can play games of chance.,-4.37,72,112145,2631,0,0,0.0018
Unido,UDO,"Unido is a technology ecosystem that addresses the governance, security and accessibility challenges of decentralized applications - enabling enterprises to manage crypto assets and capitalize on DeFi.",23.650000000000002,840674,4443195,2582,7.3e-5,6e-6,0.29560000000000003
Transcodium,TNS,"A Decentralized Peer-to-Peer Media Editing, Transcoding & Distribution Platform",6.29,3902014,1101271,2562,4e-6,0,0.0146
ELYSIA,EL,"Elysia connects real estate buyers and sellers around the world. At Elysia, anyone can buy and sell fractions of real estate properties and receive equal ownership interest. $EL is used for various transactions inside the platform and EL is used to pay fees will be burned on a quarterly basis.",2.7,1551646,35562730,2560,3e-6,0,0.013300000000000001
Open Trading Network,OTN,"Open Trading Network (OTN) – a platform that offers cross-chain technology to unite all blockchain networks and market participants, and ensure their best interests.",NA,0,10436,2540,1e-6,0,0.0052
Neumark,NEU,"Neufund’s Equity Token Offerings (ETOs) open the possibility to fundraise on Blockchain, with legal and technical framework done for you.",3.4099999999999997,8737,8583534,2536,7.3e-5,6e-6,0.29810000000000003
GENE TOKEN,PARKGENE," (GENE)Peer to Peer parking ""Airbnb like"" revolution on Blockchain",NA,421,436874,2534,0,0,0.0015
Float Bank,BANK,A governance token for Float project.,20.93,2732825,47688111,2523,0.163471,0.013199,666.3399999999999
Bifrost,BFC,Bifrost is a multichain middleware platform that enables developers to create Decentralized Applications (DApps) on top of multiple protocols.,11.07,3824343,81047467,2523,3.3e-5,3e-6,0.1326
QRL,QRL,The Quantum Resistant Ledger (QRL) aims to be a future-proof post-quantum value store and decentralized communication layer which tackles the threat Quantum Computing will pose to cryptocurrencies.,-5.51,102506,28648738,2509,9.5e-5,8e-6,0.3866
Ethverse Token,ETHV,"Ethverse is an open, interactive, and decentralized virtual universe built using the Minecraft gaming engine and Ethereum blockchain. Ethverse users own and trade land and assets within the world. Ethverse allows users to engage in immersive experiences and monetize assets & services.",-25.08,1304,1219500,2502,2.7000000000000002e-5,2e-6,0.1118
BTU Protocol,BTU,Decentralized Booking Protocol,17.77,22492,61313501,2493,1.8700000000000002e-4,1.5000000000000002e-5,0.7639
CommerceBlock,CBT,Infrastructure company that provides a suite of tools for traditional asset markets to leverage the highly flexible and powerful qualities of blockchain based digital asset protocols,NA,78,300209,2491,0,0,0.0017000000000000001
Compound Wrapped BTC,cWBTC,"Compound is an open-source protocol for algorithmic, efficient Money Markets on the Ethereum blockchain.",4.29,2006114,8021360,2482,0.24756600000000004,0.019989,1009.13
CPAY,CPAY,"Cryptopay aims to provide the ability to spend, save, and transact digital
currencies.",8.49,15,3360346,2452,2.1000000000000002e-5,2e-6,0.08700000000000001
xSigma,SIG,xSigma Finance is a decentralized stablecoin exchange and a mining platform for liquidity providers. xSigma is launched by world-class developers and backed by a publicly-listed Nasdaq company.,8.12,168057,7580943,2441,3.6599999999999995e-4,3e-5,1.49
SAN,SAN,"A Better Way to Trade Crypto-Markets - Market Datafeeds, Newswires, and Crowd Sentiment Insights for the Blockchain World",12.139999999999999,91205,18911031,2440,7.199999999999999e-5,6e-6,0.29530000000000006
Compound Uniswap,cUNI,,10.12,4639010,403194776,2416,1.9800000000000002e-4,1.6000000000000003e-5,0.808
NPER,NPER,NPER is a project that implements a global IP platform on blockchain main network,-1.9,25961,200708,2371,1e-6,0,0.0029
YUKI,YUKI,The main concept of 'YUKI' is to develop new economic sphere to meet with demands of assimilation between Cryptocurrency spheres and Local societies.,NA,752,502611,2368,0,0,0
YoloCash,YLC,A decentralized e-commerce platform builds on blockchain for loyalty rewards.,37.190000000000005,131115,21836,2361,0,0,7e-4
Aluna,ALN,"Aluna.Social is a gamified social trading terminal able to manage multiple exchange accounts, featuring a transparent social environment to learn from experts and even mirror trades. Aluna's vision is to gamify finance and create the ultimate social trading experience for a Web 3.0 world.",0.6,246226,3212974,2353,5.6000000000000006e-5,4e-6,0.2266
BAS,BAS,"Basis Cash has two farmable tokens - Basis Cash, a stable coin that seeks to be valued at $1 and Basis Share, an ownership token which receives inflationary rewards from Basis Cash, deriving value from the increased adoption of Basis Cash.",0.39,165328,8856787,2348,0.005289,4.27e-4,21.56
Matryx,MTX,Matryx is the Collaborative Research & Development Engine of Nanome’s VR toolset.,13.78,459514,9118340,2336,9.6e-5,8e-6,0.3919
Blocktix,TIX,Aims to connect event organizers with an incentivised community who actively reduce the associated costs of event hosting by up to 90%.,37.04,514,639814,2328,3e-6,0,0.0141
BITTO,BITTO,"BITTO is a licensed cryptocurrency exchange founded since 2017, with a recent expansion into DeFi in 2020. BITTO is found in more than 20 different cryptocurrency apps and websites and officially accepted in more than 4 international cryptocurrency wallets such as Trust, Enjin, and Coinpayment.",12.89,135537,3334771,2322,8.5e-5,7e-6,0.3445
DigiPulse,DGPT,Aim to ensure that all digital assets holders and crypto wallet users have ultimate control over who inherits their digital and crypto assets.,NA,0,39157,2304,4e-6,0,0.017300000000000003
Bionic,BNC,Bionic is an ethereum token created to facilitate the transaction between electronic companies,2.19,3503,20194,2283,0,0,0
Bodhi Ethereum,BOE,"Bodhi aims to build a credible, autonomous, and global decentralized prediction market platform.",5.159999999999999,4222,1496043,2274,2.5e-5,2e-6,0.101
ABX Token,ABX,A blockchain powered trading platform that integrates crypto assets from multiple exchanges.,9.94,311,1050175,2244,1.3000000000000001e-5,1e-6,0.0522
ArtisTurba,ARTIS,ARTIS gives all holders the 'Artis Affiliate Reward Program' (AARP) which entitles ARTIS holders to a pro-rata share of 50% of the trading fee revenue generated on Artis Turba Exchange.,NA,0,150616,2192,1e-6,0,0.0052
YOYOW,YOYOW,A blockchain based content rewards network,9.7,1824023,6202109,2174,9e-6,1e-6,0.0349
Better Betting,BETR,The betting crypto-currency that will establish truly decentralized sports betting on the internet.,1.72,34,8208920,2168,1.3000000000000001e-5,1e-6,0.051800000000000006
BitScreenerToken,BITX,"BitScreener is a trusted real-time crypto-tracking platform, available on Android, iOS and Web. It is now integrating crowdsourcing financial data ecosystem on blockchain.",NA,3509,1118943,2135,2e-6,0,0.0067
InsurAce,INSUR,"InsurAce is a decentralized insurance protocol, aiming to provide reliable, robust, and carefree DeFi insurance services to DeFi users, with a low premium and sustainable investment returns.",-4.07,2970327,42127079,2108,9.25e-4,7.5e-5,3.77
Digix Gold Token,DGX,Gold Backed Tokens,1.6500000000000001,256231,4613160,2106,0.015062999999999998,0.001216,61.4
MCDEX Token,MCB,"Monte Carlo Decentralized Exchange is a crypto trading platform. MCDEX is powered by the Mai Protocol smart contracts deployed on the Ethereum blockchain. The Mai Protocol smart contracts are fully audited by Open Zeppelin, Consensys, and Chain Security.",6.67,2231286,60850562,2105,0.006857,5.54e-4,27.95
ETH 2x Flexible Leverage Index,ETH2x-FLI,Fully collateralized exposure to 2x ETH using the Flexible Leverage Index methodology.,24.51,31221745,129963775,2084,0.09505699999999999,0.0076749999999999995,387.46999999999997
RightMesh Token,RMESH,RightMesh is on a mission to connect the next billion users without infrastructure.,5.17,0,212709,2082,1e-6,0,0.003
Aigang,AIX,Aigang is DAO Insurance Protocol Crowd-sourced insurance pools discovery.,NA,0,86866,2071,1e-6,0,0.003
Hawala,HAT,"Hawala.Today is a P2P crypto-fiat currency exchange platform that aims to
allow for near instant and secure exchanges, anywhere in the world.",0.48000000000000004,0,659113,2070,1.12e-4,9e-6,0.4556
MidasProtocol,MAS,"A smart, secure, user-friendly, multi-coin wallet for all essential crypto needs, from safekeeping, intelligent trading, portfolio management, easy conversion to fiat and spending of cryptocurrencies - MidasProtocol.io",4.78,1804,570976,2062,0,0,0.0018
ETHGAS,eGAS,Airdrop Service,NA,0,161889,2054,4e-6,0,0.0159
Furucombo,COMBO,"Furucombo is a tool built for end-users to optimize their DeFi strategy simply by drag and drop. It visualizes complex DeFi protocols into cubes. Users setup inputs/outputs and the order of the cubes (a “combo”), then Furucombo bundles all the cubes into one transaction and sends them out.",16.110000000000003,713378,27662822,2053,4.07e-4,3.3e-5,1.6600000000000001
Token Prometeus Network,PROM,"Prometeus Network fuels people-owned data markets, introducing new ways to interact with data and profit from it. They use a peer-to-peer approach to operate beyond any border or jurisdiction.",11.49,28357780,428015151,2050,0.006459,5.220000000000001e-4,26.330000000000002
RouletteToken,RLT,Developed and launched the prototype of «European Roulette» game based on Ethereum smart contract.,NA,8,2847,2050,0,0,2e-4
Huobi BTC,HBTC,"HBTC is a standard ERC20 token backed by 100% BTC. While maintaining the equivalent value of Bitcoin, it also has the flexibility of Ethereum. A bridge between the centralized market and the DeFi market.",4.359999999999999,178039491,1615352471,2038,2.3566069999999995,0.997672,50368
EZToken,EZT,EZToken aims to be The crypto equivalent to skymiles.,7.06,0,57501,2019,1e-6,0,0.005
Bitfinex LEO Token,LEO,A utility token designed to empower the Bitfinex community and provide utility for those seeking to maximize the output and capabilities of the Bitfinex trading platform.,1.1400000000000001,6326125,3391731935,1997,8.71e-4,7e-5,3.55
CRPT,CRPT,Crypterium is building a mobile app that lets users spend cryptocurrency in everyday life.,-13.32,350433,14066293,1990,4.1e-5,3e-6,0.16570000000000001
DeFiner,FIN,"DeFiner is a non-custodial digital asset platform with a true peer-to-peer network for savings, lending, and borrowing all powered by blockchain technology.",-9.239999999999998,171838,3094581,1987,8e-5,6e-6,0.3256
Alpha Coin,APC,"Alpha coin is based for the basis of first-class mining, experts were appointed to develop the mining farm",14.15,417,39738,1984,0,0,6e-4
ARBITRAGE,ARB,"Arbitraging is an arbitrage trading company that specializes in creating sophisticated algorithms (bots) that operate by exploiting the market inefficiency, which, in financial world, is called ARBITRAGE.",NA,0,26375,1974,2e-6,0,0.006500000000000001
Fitrova,FRV,Fitrova is Revolutionizing the Health & Fitness Industry by Harnessing Blockchain Technology,NA,0,21146,1970,0,0,0
Block Array,ARY,ARY is an ERC-20 Token that enables access to the FreightTrust Blockchain Platform and Protocol. Freight Trust eliminates the need for physical paper documents in the supply chain industry like bills of lading or letters of credit.,NA,0,2711,1969,0,0,0
SPF,SPF,"SPF Tokens will also be used to purchase additional services that SportyCo will provide to athletes, sports clubs, investors, and other participants in the ecosystem.",NA,18,37651,1964,0,0,7e-4
CrowdWizToken,WIZ,Democratize the investing process by eliminating intermediaries and placing the power and control where it belongs - entirely into the hands of investors.,NA,458,4650925,1953,2.3500000000000002e-4,1.9e-5,0.9559000000000001
MIC,MIC,"Mithril Cash is an algorithmic stablecoin forged from Mithril, a valuable silver-like metal. Users can buy, sell, and provide liquidity for MITH Cash and MITH Shares on SushiSwap.",NA,281572,4333499,1953,6.3e-5,5e-6,0.2565
Empty Set Dollar,ESD,ESD is a stablecoin built to be the reserve currency of decentralized finance.,18.150000000000002,420490,63202489,1945,3e-5,2e-6,0.12190000000000001
CEN,CEN,Connecting the Financial World Coinsuper Ecosystem Network,0.73,1076,149639,1924,0,0,0.0015
wys Token,WYS,"The wys token gives consumers discounts for product views, advertisers access to customers, and retailers new opportunities to increase their sales.",NA,0,10356,1912,0,0,1e-4
Internxt,INXT,"Launched in 2017, Internxt is working on building a private Internet. Its first service, Internxt Drive, is a decentralized cloud storage service available for individuals and businesses.",9.96,305985,5951145,1909,0.002301,1.8600000000000002e-4,9.38
Cryptonovae,YAE,Cryptonovae is an all-in-one multi-exchange trading ecosystem to manage digital assets across centralized and decentralized exchanges. It aims to provide a sophisticated trading experience through advanced charting features and trade management.,15.77,44847,2449553,1888,5e-5,4e-6,0.2051
IBTC,IBTC,IBTC is a tokenized version of Bitcoin build on Ethereum blockchain.,9.12,0,61830,1878,0,0,0.0012000000000000001
Tokenbox,TBX,TBX is an utility token that providing an access to the platform’s services.,9.850000000000001,73,459092,1825,1e-5,1e-6,0.0409
TOKPIE,TKP,"Tokpie is the First Cryptocurrency Exchange with BOUNTY STAKES TRADING. TKP holders can get 500% discount on fees, 70% referral bonus, access to the bounty stakes depositing, regular airdrops and altcoins of promising projects, P2P loans with 90% LTV and income from TKP token staking (lending).",2.8099999999999996,30875,126634,1798,1e-6,0,0.0042
SKILLCOIN,SKILL,"SKILLCOIN is cryptocurrency that enables to objectively prove job career, skills and qualities by blockchain technology.",NA,0,71844,1796,0,0,0
Posscoin,POSS,Posscoin is an innovative payment network and a new kind of money.,NA,0,449,1796,0,0,0
FoodCoin,FOOD,"FoodCoin Ecosystem is a blockchain ecosystem, architecturally designed to create a global marketplace of food and agricultural products based on our experience with the active 1000 EcoFarms platform.",NA,2,104208,1794,0,0,4e-4
AdToken,ADT,adChain is a browser agnostic Ethereum based solution for digital advertising that seamlessly integrates with pre-existing RTB and programmatic industry standards.,-1.57,2407,1251366,1782,0,0,0.0015
Horse,HORSE,DAPP to bet on the price of cryptocurrencies.,-20.8,43,191889,1776,0,0,0.0018
RARE.UNIQUE,RARE,Unique One is a non-profit fully decentralized Digital Art NFT Marketplace.,23.32,87208,3661727,1754,3.58e-4,2.9e-5,1.46
EROSCOIN,ERO,Eroscoin aims to be a platform that empowers & enhances the payment systems.,NA,2,101138,1740,0,0,5e-4
Geeq,GEEQ,"Geeq is a multi-blockchain platform secured by our Proof of Honesty protocol (PoH), safe enough for your most valuable data, cheap enough for IoT, and flexible enough for any use.",7.88,163943,8601251,1736,2.41e-4,1.9e-5,0.9833
dForce,DF,"DF is the platform utility token of the dForce network to be used for transaction services, community governance, system stabilizer, incentivization, validator deposit when we migrate to staking model, and etc.",13.44,4378040,73425605,1708,8.400000000000001e-5,7e-6,0.34249999999999997
Origin Dollar,OUSD,Origin Dollar (OUSD) is a stablecoin that earns yield while it's still in your wallet. It was created by the team at Origin Protocol (OGN).,-3.73,298974,8932242,1701,2.43e-4,2e-5,0.9921
Katalyo Token,KTLYO,"Katalyo is no-code platform for building hybrid (d)apps. It aims to provide a comprehensive set of no-code tools for building end-to-end applications including but not limited to asset tokenisation, DeFi and NFT.",13.2,4051082,4919172,1696,9.2e-5,7e-6,0.377
Vortex DeFi,VTX,Vortex DeFi plans to provide its users access to all leading platforms and protocols from a single web-based user interface.,3.7,58262,2284146,1693,2.1000000000000002e-5,2e-6,0.0873
Vezt,VZT,Vezt is an intellectual property rights marketplace that lets music fans buy rights in their favorite songs.,NA,0,494794,1693,3e-6,0,0.0123
Qurito,QURO,The online community where you earn for sharing knowledge & ideas.,NA,0,269,1676,0,0,0
Blockchain Cuties Universe Governance Token,BCUG,Blockchain Cuties Universe is a collectible NFT game that's based around adorable little pets called Cuties that explore the world of Cutieland and fight each other in adventures.,12.42,207182,2867918,1669,0.001016,8.2e-5,4.14
Ether Kingdoms Token,IMP,"Ether Kingdoms is a new crypto-game with own ERC20 token, IMP. Key features: up to 365% annual POS reward, no ICO, fair Airdrop distribution only, already tradable on several exchanges.",3.8899999999999997,93146,82890,1647,3e-6,0,0.0106
Privatix,PRIX,Internet Broadband Marketplace powered by P2P VPN Network on Blockchain.,10.59,32954,101701,1642,2.2000000000000003e-5,2e-6,0.0904
VALID,VLD,Authenticate online using your self-sovereign eID and start monetizing your anonymized personal data.,7.13,509,2697096,1640,2e-6,0,0.0076
CyberMusic,CYMT,Cyber Music will be the new point of reference for the music market and will be fully developed using the technologies that the blockchain has available.,4.859999999999999,50,163493,1618,0,0,0
Route,ROUTE,Router Protocol is a crosschain-liquidity aggregator platform that was built to seamlessly provide bridging infrastructure between current and emerging Layer 1 and Layer 2 blockchain solutions.,23.97,1121009,42306288,1596,0.002966,2.39e-4,12.09
IDEX Membership,IDXM,"IDXM grants holders the ability to reduce their trading fees, increase their trading rewards, or a mixture of both.",NA,730,437373,1592,0.05365000000000001,0.004332,218.69
Sense,SENSE,"Sense creates blockchain based smart contracts in chat and rewards humans for the contributions they make to one another conversationally, across Sensay and other messenger applications.",22.79,362,8751595,1588,2e-6,0,0.0076
Volume Network Token,VOL,"With the Proof of Space and Time（PoST) consensus mechanism, Volume Network is an anti-attack cryptocurrency using harddisk for mining.",14.44,1418,1479805,1576,1e-6,0,0.0038
POPCHAIN CASH,PCH,A brand new blockchain for K-Pop & Asian content market,-8.239999999999998,27,328687,1565,0,0,4e-4
Fuse Token,FUSE,Fuse is a no-code smart contract platform for entrepreneurs that allows entrepreneurs to integrate everyday payments into their business.,13.129999999999999,31055,18186760,1563,5.3e-5,4e-6,0.21600000000000003
Behodler.io,EYE,"Behodler is a decentralized exchange powered by token bonding curves, managed by a single contract. Behodler has 1 liquidity token, Scarcity (SCX), and a governance token, Eye, which will be managed by MorgothDAO.",2.4099999999999997,46890,4614840,1562,2.03e-4,1.6000000000000003e-5,0.8288000000000001
Incodium,INCO,API-based Smart Contract Solution for Exchange Hacking,NA,0,32803,1547,0,0,0
MasterNet,MASH,"Masternet is a Multi-system Interconnected Financial Platform designed to integrate with other Blockchain projects in need of real users, catering to everyday’s needs of a huge and prosperous community.",1.56,0,10622,1528,0,0,3e-4
JavaScript,JS,Blockchain platform for programmers on JavaScript,2.17,0,8265,1519,0,0,0.001
AstroTools.io,ASTRO,"Astrotools is a DeFi dashboard that bridges the information gap between centralized and decentralized exchanges, giving you an analytical edge to supercharge your trading experience.",12.93,9030,4822623,1505,3.95e-4,3.2e-5,1.61
LendConnect,LCT,Aims to be a passive-income-generating Platform.,NA,0,215641,1504,2.4e-5,2e-6,0.09979999999999999
Bitether,BTR,Project based on online and offline shopping market all across the globe.,NA,0,50752,1485,0,0,9e-4
ArbitrageCT,ARCT,Trading crypto-currency terminal for two exchanges simultaneously.,NA,0,100633,1448,0,0,2e-4
Leverj Gluon,L2,Non-custodial Layer 2 Cryptocurrency Leveraged Exchange offering 100x leverage.,1.1800000000000002,776332,14670707,1428,1.3000000000000001e-5,1e-6,0.0514
USDQ Stablecoin by Q DAO v1.0,USDQ,"USDQ is a decentralized stable coin, which is backed by bitcoin and pegged to the dollar, so 1 USDQ = $1 USD.",-0.61,8337648,64175,1426,2.45e-4,2e-5,0.9967
eBitcoinCash,eBCH,Cryptocurrency Trading Platform,NA,0,78778,1426,2e-6,0,0.0085
Katalyse,KAT,FundYourselfNow is a simple platform to allow project creators/promoters to raise funds for their projects using cryptocurrencies without the need of technical knowledge.,NA,0,202905,1410,5.7e-5,5e-6,0.23120000000000002
DaTa eXchange Token,DTX,"As a decentralized marketplace for IoT sensor data using Blockchain technology, Databroker DAO enables sensor owners to turn generated data into revenue streams.",1.1700000000000002,4915,14387728,1405,1.6000000000000003e-5,1e-6,0.0639
QVT,QVT,Sell and buy crypto assets around the world for local payment methods.,NA,0,13304,1382,0,0,0.0018
REPME,RPM,RPM token is a digital currency used as a medium of exchange and an appreciating store of value,NA,0,114816,1381,0,0,0
ABLE X Token,ABLX,ABLE Project is the truly Decentralized Crypto Finance Platform.,NA,26,544743,1377,0,0,1e-4
Pendle,PENDLE,Pendle is essentially a protocol for tokenizing yield and an AMM for trading tokenized yield and other time-decaying assets.,9.38,694016,29159797,1357,4.3200000000000004e-4,3.5000000000000004e-5,1.76
DePay,DEPAY,Accept and perform crypto payments with DePay. A decentralized payment processor that aims to increase users' crypto conversion.,3.74,611439,950240,1312,9.27e-4,7.5e-5,3.7800000000000002
GreenMed,GRMD,Use GreenMed to pay at your dispensary and earn tons of rewards,NA,0,1539,1305,0,0,1e-4
KWHCoin,KWH,KWHCoin is a digital currency that converts renewable distributed energy resources to digital tokens on a unique blockchain.,NA,7726,112377,1299,0,0,0
TrueFlip,TFL,"Blockchain games with instant payouts and open source code,",27.130000000000003,406,3452448,1279,1.26e-4,1e-5,0.5119
EagleCoin,EAGLE,Eagle payment system vision is to make cryptocurrency usable and acceptable in any place and for any kind of payment.,NA,0,3457,1275,0,0,0.0017000000000000001
X8XToken,X8X,X8C is a secure store of value Ethereum token.,1.37,6017,442985,1265,1e-6,0,0.0057
InterValue,INVE,InterValue is one of the first projects of the Blockchain 4.0 era. It supports the deployment of large-scale applications. InterValue’s double-layer DAG consensus uses sharding and gossip protocol to achieve high transaction concurrency.,NA,54,256521,1257,0,0,0.0019
Data Transaction Token,XD,"The digital asset, Data Transaction Token, is used to initiate private data transactions by users onto the public Ethereum Blockchain, rendering each transaction immutable.",NA,2051,71615,1239,0,0,3e-4
Blockchain Certified Data Token,BCDT,"The Blockchain Certified Data Token is the fuel of the EvidenZ ecosystem, a blockchain-powered certification technology.",9.59,17047,8131013,1229,5.2000000000000004e-5,4e-6,0.21390000000000003
Oiler,OIL,Oiler Protocol provides instruments for trading changes in blockchain protocol parameters.,5.31,2207397,25071072,1214,0.001055,8.5e-5,4.3
Crystal Clear Token,CCT,Decentralized Service System,-40.379999999999995,0,8087,1212,0,0,0.0014
GAMESTARS TOKEN,GST,Blockchain platform that helps to monetize cyberathletes' professional advancement,132.17,4,58753,1207,0,0,2e-4
Somnium Space Cubes,CUBE,"We are an open, social & persistent VR world built on blockchain. Buy land, build or import objects and instantly monetize. Universe shaped entirely by players!",9.84,859074,53912975,1197,0.0010350000000000001,8.400000000000001e-5,4.22
ZMINE Token,ZMN,ZMINE Token will be available for purchasing and exchanging for GPUs and use our mining services.,NA,0,880321,1190,0,0,0.0014
CreditBIT,CRB,"The main goal of this project is to develop and maintain crypto currency ecosystem, based on token, that is built on top of Ethereum Blockchain.",NA,38,14376,1187,0,0,9e-4
PlatonCoin,PLTC,"Platon Finance is a blockchain digital ecosystem that represents a bridge for all the people and business owners so everybody could learn, understand, use and benefit from blockchain, a revolution of technology. See the future in a new light with Platon.",16.979999999999997,565176,33401506,1179,1.3500000000000003e-4,1.1000000000000001e-5,0.5486000000000001
Bonpay,BON,"Accept, store and send Bitcoin with the Bonpay Wallet. Spend your funds anywhere with Bonpay Card.",NA,2,198736,1150,5e-6,0,0.0208
SRCOIN,SRCOIN,Patent: Advanced A.I. System Processing & Data Collection,NA,2859,842498,1130,0,0,2e-4
Frax,FRAX,"Frax is a fractional-algorithmic stablecoin protocol. Frax is open-source, permissionless, and entirely on-chain – currently implemented on Ethereum. It aims to provide a highly scalable, decentralized, algorithmic money in place of fixed-supply assets like BTC.",0.32999999999999996,10726292,132155404,1128,2.44e-4,2e-5,0.9964
GourmetGalaxy,GUM,"Gourmet Galaxy is a Yield Farming platform, a combination of DeFi and NFTs in a gaming experience.",8.77,398888,6914112,1122,5.08e-4,4.1e-5,2.07
BiFi,BiFi,"BiFi is a multichain DeFi project powered by Bifrost. BiFi will offer multichain wallet, lending, borrowing, staking services, and other financial investments products.",8.07,994156,7444945,1107,1.7e-5,1e-6,0.07100000000000001
TOP Network,TOP,TOP Network is a decentralized open communication network that provides cloud communication services on the blockchain.,9.360000000000001,724398,20169633,1106,1e-6,0,0.0037
renDOGE,renDOGE,renDOGE is a one-for-one representation of Dogecoin (DOGE) on Ethereum via RenVM.,46.39,2978581,10903570,1100,1.44e-4,1.2e-5,0.5851
BOSAGORA,BOA,Transitional token for the BOSAgora platform,-4.609999999999999,882997,78150875,1100,6.3e-5,5e-6,0.2567
UNIFUND,iFUND,A Mutual Fund Trading Platform for the open creation of trustless social trading groups utilizing Uniswap Protocol Tokens.,NA,5024,1063471,1082,8e-6,1e-6,0.0314
BZ,BZ,"Digital asset trading exchanges, providing professional digital asset trading and OTC (Over The Counter) services.",-1.49,564292,53965450,1075,1.0400000000000001e-4,8e-6,0.42210000000000003
BitCoin ONE,BTCONE,"Masternodes, POS and privacy coin",NA,0,4439,1069,0,0,2e-4
IMPULSEVEN,VEN,"ImpulseVen is a complete decentralized finance ecosystem that offers a range of solutions, including lending, staking, farming, trading and a decentralized exchange all in one suite.",16.68,3094796,1289865,1043,3.73e-4,3e-5,1.52
Hotbit Token,HTB,Exchange Platform,19.57,139931,42815142,1037,1.6000000000000003e-5,1e-6,0.0639
INVERSE,XIV,Project Inverse allows users to earn gains from the downward moves of the coins or index being followed in the tracking vaults in the form of additional XIV tokens.,11.450000000000001,256077,1865899,1035,2.4e-5,2e-6,0.0976
Pylon,PYLNT,P2P Distributed Green Energy Market.,-2.9299999999999997,3,1124704,1023,4.8300000000000003e-4,3.9e-5,1.97
Flyp.me,FYP,Aims to be an instant crypto exchange that is private and secure.,11.66,9773,730382,1020,1.1000000000000001e-5,1e-6,0.043000000000000003
AOG,AOG,Smartofgiving (AOG) is an idea-turned-reality that envisioned a unique model to generate funds for charities without asking for monetary donation.,0.1,4336,5490731,1016,1.8e-5,1e-6,0.07440000000000001
Nexium,NxC,"The Economy of Beyond The Void is based on the Ethereum Blockchain, which can be used with tokens called Nexium.",NA,0,51953,1002,0,0,8e-4
Change Your Life,AAA,cryptocurrency exchange,130.31,0,5033,954,0,0,3e-4
Neural Protocol,NRP,"NEURAL PROTOCOL (NRP) is a decentralized blockchain-based
payment instrument that aims to bring together buyers and sellers in a
marketplace.",1.73,136,184204,950,0,0,0
ALICE,ALICE,"My Neighbor Alice is a multiplayer builder game, where anyone can buy and own virtual islands, collect and build items and meet new friends.",15.51,53499880,197007576,941,0.0027700000000000003,2.24e-4,11.29
SpaceChain,SPC,SpaceChain is a community-based space platform that combines space and blockchain technologies to build the world’s first open-source blockchain-based satellite network.,8.219999999999999,249072,21605832,940,1.8e-5,1e-6,0.0718
Gimli,GIM,Live stream crypto betting for gamers.,NA,8,42232,940,0,0,5e-4
Adshares,ADST,"Adshares Network is a decentralized, peer-to-peer market for programmatic advertising. Adshares gives advertisers and publishers ability to trade directly without the need for centralized ad exchanges.",12.27,158503,7739228,939,1.22e-4,1e-5,0.4957
EthBits ETBS Token,ETBS,"ETHBITS iTrade aims to provide new users with all the information needed to decide whom to follow, including a full profile outlining profit and loss in different time frames and historical graphs of performance.",NA,47,932638,930,1.64e-4,1.3000000000000001e-5,0.6701999999999999
Divi Exchange Token,DIVX,Digital Currency,5.930000000000001,279727,202635584,923,2.2000000000000003e-5,2e-6,0.08829999999999999
TieToken,TIE,"A public, distributed and decentralized database with one common thread: trust. Enforced by integrated fault tolerance, incentive schemes and smart contracts.",NA,19,879577,920,5e-6,0,0.021500000000000002
Sonder,SNR,Overcome the barriers to integration of blockchain-technologies into e-commerce market.,3.06,0,19734,914,0,0,1e-4
ClinTex,CTI,"Clinical Trials Intelligence is a distributed technology platform that incorporates predictive data analytics, machine learning (AI), and the innovative use of smart contracts to drive significant quality and operational improvements in clinical trials.",9.96,1918951,11513217,909,3.4e-5,3e-6,0.138
Ruler Protocol,RULER,Ruler Protocol is a lending platform where users can borrow their preferred cryptocurrency with any other cryptocurrency as collateral.,5.14,155347,10141548,904,0.027341999999999998,0.0022080000000000003,111.45
